JUDGE EFFECT,"Choose any two players with at least one Card in hand each (other than this card):
They swap hands.","Scegli due giocatori ognuno con almeno una carta in mano (questa esclusa):
Si scambiano le carte."
HEART OF THE CARDS!,Heart of the Cards!,Cuore delle Carte!
HEART OF THE CARDS! EFFECT,"Draw a Red Card.
Or, if you're last, draw two instead.","Pesca una Carta Rossa.
O, se sei in ultima posizione, pescane due."
KOBE!,Kobe!,Kobe!
KOBE! EFFECT,"Choose a number from 1 to 6:
Move up that much. This counts as your movement roll.","Scegli un numero da 1 a 6:
Avanza del numero scelto. Cio' conta come il tuo tiro di movimento."
DOUBLE UP,Double Up,x2
DOUBLE UP EFFECT,Double the score of your movement roll this turn.,Raddoppia il punteggio del tuo tiro di movimento questo turno.
TRIPLE IT,Triple It,x3
TRIPLE IT EFFECT,Triple the score of your movement roll this turn.,Triplica il punteggio del tuo tiro di movimento questo turno.
QUICK MATHS,Quick Maths,Quick Maths
QUICK MATHS EFFECT,"Sum the digits of your current tile:
Move up that much.","Somma le cifre della tua casella attuale:
Avanza del risultato."
THE MAGICIAN,The Magician,L'Indovino
THE MAGICIAN EFFECT,"Choose a number from 1 to 6 and have each opponent roll a dice:
If they roll the chosen number they move up 1 tile, otherwise you move up 2.
Tile effects aren't activated when moving with this Card.","Scegli un numero da 1 a 6 e fai tirare un dado a ciascun avversario:
Se fanno il numero scelto avanzano di 1, altrimenti tu avanzi di 2.
Le caselle con effetto non si attivano muovendosi con questa carta."
DICE TAX,Dice Tax,Tassa sul Dado
DICE TAX EFFECT,"Make each opponent roll a dice:
Sum the results and move up that much.","Fai tirare un dado a ciascun avversario:
Avanza della somma dei loro risultati."
JAILBREAK,Jailbreak,Piano di Fuga
JAILBREAK EFFECT,"This card can be activated while in jail. 
All jailed opponents move up 2 tiles, then you move up 3 tiles plus 3 more for each escapee.","Attivabile in prigione.
Ciascun avversario in prigione avanza di 2 caselle, poi avanzi di 3 caselle piu' altre 3 per ciascun avversario evaso."
DUAL CHANCE,Dual Chance,Doppia Chance
DUAL CHANCE EFFECT,"Choose an effect:
- Move up 5 tiles.
- Choose an opponent:
They go back 5 tiles.","Scegli un effetto:
- Avanza di 5 caselle.
- Scegli un avversario:
Fallo indietreggiare di 5 caselle."
MALUS,Malus,Malus
MALUS EFFECT,Make each opponent go back with their next movement roll.,Ciascun avversario indietreggia con il suo prossimo tiro di movimento.
BACKPOCKET PAIN,Backpocket Pain,Dito di Sabbia
BACKPOCKET PAIN EFFECT,"Choose an opponent:
For their next 3 turns the result of their movement rolls is halved.","Scegli un avversario:
Per i suoi prossimi 3 turni il risultato del suo tiro di movimento e' dimezzato."
YEET,Yeet,Yeet
YEET EFFECT,"Choose an opponent:
They roll the dice 4 times and negate this card if they get 2 even and 2 odd numbers;
else they go back 7 tiles.","Scegli un avversario e fagli tirare il dado 4 volte:
Nega questa carta se fa 2 pari e 2 dispari;
altrimenti fallo indietreggiare di 7 caselle."
RULES OF NATURE,Rules of Nature,Punizione Globale
RULES OF NATURE EFFECT,Make each opponent go back 5 tiles.,Ciascun avversario indietreggia di 5 caselle.
IT'S TIME TO STOP,It's time to Stop,Fermi Tutti!
IT'S TIME TO STOP EFFECT,"Choose 2 opponents:
They each skip their next turn.","Scegli 2 avversari:
Entrambi saltano il loro prossimo turno."
CROUPIER,Croupier,Banco
CROUPIER EFFECT,This turn you can activate as many Red Cards as you want.,Questo turno puoi usare quante Carte Rosse vuoi.
PARKING METER,Parking Meter,Parchimetro
PARKING METER EFFECT,"Choose a tile:
That tile and the adjacent ones become 'Parking Meter' tiles.
The first time each one is activated the player who activated it rolls and you advance by the result.","Scegli una casella:
Quella e le caselle adiacenti diventano caselle 'Parchimetro'.
La prima volta che ciascuna e' attivata il giocatore che l'ha calpestata tira un dado e tu avanzi del risultato."
MINEFIELD,Minefield,Campo Minato
MINEFIELD EFFECT,"Choose a tile:
That tile and the adjacent ones become 'Minefield' tiles.
The first time each one is activated the player who activated it rolls and goes back by the result.","Scegli una casella:
Quella e le caselle adiacenti diventano caselle 'Campo Minato'.
La prima volta che ciascuna e' attivata il giocatore che l'ha calpestata tira un dado ed indietreggia del risultato."
MAKE IT RAIN,Make it Rain,Spendaccione
MAKE IT RAIN EFFECT,"Discard up to two other cards:
Move up 4 tiles plus 4 more for each card discarded.","Scarta fino ad altre due carte:
Avanza di 4 caselle piu' altre 4 per ogni carta scartata."
MOM'S CREDIT CARD,Mom's Credit Card,La Carta di Mamma
MOM'S CREDIT CARD EFFECT,"Go back 4, 8 or 12 tiles:
Draw, respectively, 1, 2 or 3 Red Cards.","Indietreggia di 4, 8 o 12 caselle:
Pesca, rispettivamente, 1, 2 o 3 Carte Rosse."
X-F*ACTOR,X-F*ctor,X-F*ctor
X-F*ACTOR EFFECT,"Choose an opponent and a tile adjacent to them:
They roll the dice 4 times and negate this card if they get 2 even and 2 odd numbers;
else they are sent to that tile.","Scegli un avversario ed una casella che gli e' adiacente e fagli tirare il dado 4 volte:
Nega questa carta se fa 2 pari e 2 dispari;
altrimenti mandalo alla casella scelta."
SWITCH,Switch,Switch
SWITCH EFFECT,"Choose an opponent and roll a dice, then have them roll twice:
If neither result is equal to or higher than yours, you two switch places.","Scegli un avversario e tira un dado, poi fagli tirare due volte:
Se nessuno dei loro risultati e' pari o maggiore del tuo, scambiate posizione."
TOPSY-TURVY,Topsy-Turvy,Sottosopra
TOPSY-TURVY EFFECT,"Choose an opponent:
They roll the dice 4 times and negate this card if they get 2 even and 2 odd numbers;
Else they go to the tile corresponding to their current tile's reversed digits.","Scegli un avversario e fagli tirare il dado 4 volte:
Nega questa carta se fa 2 pari e 2 dispari;
altrimenti mandalo alla casella corrispondente alle cifre invertite della sua casella corrente."
UNAWARENESS,Unawareness,Inconsapevolezza
UNAWARENESS EFFECT,"This card cannot be negated.
Until the end of your third turn after activating this card you cannot activate Red Cards but are also immune to their effects.","Questa carta non puo' essere negata.
Fino alla fine del tuo terzo turno dopo aver attivato questa carta non puoi usare Carte Rosse e sei immune ai loro effetti."
TABULA RASA,Tabula Rasa,Tabula Rasa
TABULA RASA EFFECT,All other players play with their hand revealed until the end of their second turn after this card was activated.,Gli altri giocatori giocano con la mano scoperta fino alla fine del loro secondo turno dopo l'attivazione di questa carta.
MIRROR CARD,Mirror Card,Specchio
MIRROR CARD EFFECT,"This card's effect becomes the effect of the last Red Card that was played (discarded cards don't count, combos do).","L'effetto di questa carta diventa l'effetto dell'ultima Carta Rossa giocata (le carte scartate non contano, le combo si)."
KEBAB,Kebab,Kebab
KEBAB EFFECT,"Choose an opponent:
They draw a Black Card.
Can be combo'd with both 'Sauce' and 'Bread' to go to tile 58 instead.","Scegli un avversario:
Deve pescare una Carta Nera.
Utilizzabile in combo con 'Salsa' e 'Panino' per invece andare alla casella 58."
SAUCE,Sauce,Salsa
SAUCE EFFECT,"Choose an opponent:
They draw a Black Card.
Can be combo'd with both 'Bread' and 'Kebab' to go to tile 58 instead.","Scegli un avversario:
Deve pescare una Carta Nera.
Utilizzabile in combo con 'Panino' e 'Kebab' per invece andare alla casella 58."
BREAD,Bread,Panino
BREAD EFFECT,"Choose an opponent:
They draw a Black Card.
Can be combo'd with both 'Kebab' and 'Sauce' to go to tile 58 instead.","Scegli un avversario:
Deve pescare una Carta Nera.
Utilizzabile in combo con 'Kebab' e 'Salsa' per invece andare alla casella 58."
NO U,No U,No U
NO U EFFECT,"You can activate this card when you are chosen as the sole target for a Red Card's effect:
The card targets its user instead.","Puoi attivare questa carta quando sei scelto come solo bersaglio dell'effetto di una Carta Rossa:
Il suo utilizzatore diventa il nuovo bersaglio."
ROULETTE,Roulette,Roulette
ROULETTE EFFECT,"You can activate this card when you are chosen as the sole target for a Red Card's effect:
Choose a number from 1 to 6:
Each player rolls: If someone rolls the chosen number they become the new target, else it's negated.","Puoi attivare questa carta quando sei scelto come solo bersaglio dell'effetto di una Carta Rossa:
Scegli un numero da 1 a 6:
Ciascun giocatore tira un dado: Se qualcuno fa il numero scelto diventa il nuovo bersaglio, altrimenti la carta e' negata."
INSTANT KARMA,Instant Karma,Instant Karma
INSTANT KARMA EFFECT,"You can activate this card when you are chosen as the sole target for a Red Card's effect:
The card also affects its user.","Puoi attivare questa carta quando sei scelto come solo bersaglio dell'effetto di una Carta Rossa:
La carta ha effetto anche sul suo utilizzatore."
OBJECTION!,Hold it!,Aspetta!
OBJECTION! EFFECT,"You can activate this card when any other card is activated:
Negate that card.","Puoi attivare questa carta quando un'altra carta e' attivata:
Nega quella carta."
IMMUNITY,Immunity,Immunita'
IMMUNITY EFFECT,"You can activate this card when a Black Card is activated:
Negate that card.","Puoi attivare questa carta quando una Carta Nera e' attivata:
Nega quella carta."
IMMUNITY 2: THE REVENGE,Immunity 2: Revenge,Immunita' 2: Vendetta
IMMUNITY 2: THE REVENGE EFFECT,"You can activate this card when a Black Card is activated:
Negate that card.","Puoi attivare questa carta quando una Carta Nera e' attivata:
Nega quella carta."
BREAK IN BLACK,Break in Black,Break in Black
BREAK IN BLACK EFFECT,"You can activate this card when you draw a Black Card:
Negate that card, then draw a Red Card.","Puoi attivare questa carta quando peschi una Carta Nera:
Nega quella carta, poi pesca una Carta Rossa."
GIMME THAT!,Gimme that!,Dai qua!
GIMME THAT! EFFECT,"You can activate this card when a Black Card is activated:
Choose its target.","Puoi attivare questa carta quando una Carta Nera e' attivata:
Scegli il suo bersaglio."
EXEMPTION,Exemption,Esonero
EXEMPTION EFFECT,"Activate when a Red or Black card that would affect multiple players is activated:
You are unaffected.","Attiva quando una carta Rossa o Nera che ha effetto su piu' giocatori e' attivata:
Non ha effetto su di te."
ROCK SOLID,Rock Solid,Scolpito
ROCK SOLID EFFECT,"This card cannot be negated. Until the end of your third turn after this card's activation:
You are immune to the effects of Black Cards.","Questa carta non puo' essere negata.
Fino alla fine del tuo terzo turno dopo aver attivato questa carta sei immune agli effetti delle Carte Nere."
INDECLINABLE OFFER,Indeclinable Offer,Offerta Irrifiutabile
INDECLINABLE OFFER EFFECT,"Choose an opponent and have them choose a number from 1 to 6:
They move up that much, you move up twice as much.","Scegli un avversario e fagli scegliere un numero da 1 a 6:
Loro avanzano del numero scelto, tu avanzi del doppio."
CONTROLLED BURN,Controlled Burn,Incendio Controllato
CONTROLLED BURN EFFECT,"Choose a number from 1 to 6:
Every player (you included) goes back that much.","Scegli un numero da 1 a 6:
Ciascun giocatore (te incluso) indietreggia del numero scelto."
,,
OLD THIS IS A FINE EFFECT,"Draw as many Black Cards as the Red Cards in your hand.
This effect doesn't count towards the Black Cards turn limit.","Pesca tante Carte Nere quante le Carte Rosse che hai in mano.
Questo effetto non conta nel limite delle Carte Nere per turno."
